1843.8,1907.6,2121.9,1949.2,2157.2,1943.5,1945,1908.4,1714.9,1708.5,1893.7,1922.7,1830.4,1657.2,1796.3,1852,1791.2,1892.9,1983.6,1978.3,2020,2129.7,2075.5,2069.3,1984.4,1848.2,1908.6,1863.7,1974.8,2021.6,1952.1,2068.9,1804.2,1587.1,1975,1774.9,1735.6,1634.4,1640,1792.8,1845.7,1849.4,2074.6,1947.4,1929.4,1894.3,2318.8,1818.5,1961.4,1822.5
771.64,975.76,903.95,783.13,775.86,701.59,714.55,737.18,726.08,745.96,774.72,759.52,770.36,717.53,752.44,785.82,671.38,776.82,779.41,697.1,679.88,636.1,775.04,802.66,832.25,772.25,788.98,832.99,763.21,798.36,824.64,905.27,878.66,757.93,822.59,867.06,791.84,827.37,748.13,885.61,691.24,656.58,794.28,761.61,690.92,770.5,806.19,775.07,691.67,717.81
1823.1,1846.4,1953.3,2151.2,2042.2,1947,2041.7,2253.1,2292.7,2414.9,2180.7,2481.3,2566,2899.7,2714.7,2481.4,3091.8,3290.1,2442.4,2846.2,2912.7,2670.8,2319.4,2605.6,3185.9,3932,2859.7,2911.7,2755.3,3195.9,3074.5,3020,2537.1,2403.8,2849.3,2914.6,2447.3,2564,2219.6,2775.8,2287.1,2299.8,1987.3,1946.9,2122.9,2026.5,2212.7,2309.3,2273.5,2136.6
4516.5,4428.7,4740.7,4763.6,5163.9,5048.5,6667.3,7059.2,7080,7652,8629.8,10248,8920.4,10490,11953,8519.5,12259,9708.6,10566,9269.8,11880,10484,9645.7,7694,6763.4,6813.2,6780.5,5545.5,5888.4,6738.5,5947.2,4970.4,5169.5,4839.8,4408.4,4932.9,4844.5,5444.9,4934.8,4883.8,4629.8,4907.2,5623.2,6673.5,8953,7630.5,7925.8,8225.4,10692,11465
1347.8,1146.8,1237.1,1143.7,1153.9,1131.2,1049.2,1108.2,1089.1,1088.9,1184.4,1189.5,1156.1,1989.1,11693,11216,16699,23485,31528,42494,56012,71639,92016,82853,64439,53924,41079,30487,22200,25640,52153,66288,44337,40629,39800,38721,29205,18213,14347,11989,10412,8443.8,9139.6,8111,7499.3,6361.1,5859.5,5706.8,4989.9,5068
10943,3715.3,2499.4,2134.2,1734.1,1669.5,1904.5,2160.1,2318.5,2645,2636.4,2330,2269.1,1935.3,2064,2232.2,2467.3,2347.6,2538.1,2656.3,2138,2058.7,1994.5,2322.8,2587.6,2608.5,2678.7,3027,2822.4,2601.9,2810.6,3299.8,3506.4,3637.7,4024,4694.2,3869.1,2709.4,2839.9,2053.5,1967.7,2323.1,2072.8,2353.2,2534.1,2308.5,1934.1,1886.5,1720.9,1960.1
941.35,1231.2,972.36,816.22,905.31,854.56,770.12,789.34,822.6,845.28,980.35,1342.8,1037,780.23,720.37,770.66,908.51,3378.4,5580.8,7758.4,4512.1,4075.8,3547.6,2581.2,2266.3,2394.4,1657,1847,1204.1,1171.1,1427,2132,1414.7,816.76,839.1,859.68,850.5,858.71,853.97,938.26,1373.7,1968.6,1436.6,819.17,866.52,912.14,910.4,875.38,898.87,1178.2
2345.5,2292.8,2142.5,2324.3,2120.6,2170.6,2326.1,2165.6,2143.2,2161.9,2272.8,2207.4,2049,2280.5,2225,1748.8,2346.5,2084.1,2366.9,2215,2265.8,2321.1,2402.8,2140.8,2531.3,2370.6,2372.2,2045.7,2072.3,2216.2,9196.3,14657,13403,11467,7099.1,3287.4,2602.3,2467.1,2446.3,2376,2309.6,2274.7,2103,2184.5,2029,1974.9,2074.7,2069.2,2001.5,2284.5
1367.2,1234.7,1102.4,1103.6,1039.4,922.63,1033.3,10215,14697,15716,16960,10406,6913.4,5051.5,2818.3,2234.9,1897.8,1536.9,1219.2,1347.3,1307.3,1502.6,1426.9,1563.2,1393.5,1466.4,1252.6,1238.9,1240.3,1457.2,1322.8,1420.3,1457.1,1551.2,1347.8,1339.1,1211.4,1446.9,1598.8,1572.5,1542.6,1503,1492.3,1328.3,1496.1,1337.3,1640.7,1657.8,1825.1,4484.4
368.46,293.18,324.13,293.57,281.47,294.18,287.33,279.33,262.11,249.4,268.14,263.25,257.31,262.71,271.53,253.36,274.39,258.77,2141.3,13520,24465,21854,19320,5023.5,3014.6,1964.3,1645.9,1050.7,876.53,771.68,850.36,863.67,676.63,519.22,426.49,379.84,375.28,374.23,339.08,338.21,307.47,260.12,265.04,271.96,283.47,270.12,266.88,258.07,244.24,251.62
831.82,834.91,984.93,934.77,819.56,786.26,770.23,718.82,1686.4,3524.9,4640,7617,7996.6,8075.8,7534.1,7818.4,8917,7366,5668.6,6065.8,5005.3,4420.1,3242,3461.4,3492.5,3048.4,2917.1,2363.5,3153.4,3867.1,2610.4,3782.1,3092.1,3849.5,2774.6,3483.5,2972.5,3791.7,5331.6,5579.2,9007,9122.7,7967.9,9174.2,8333.4,9205.9,8631.2,6259.9,8301.3,5482.6
1377.6,1283.4,1246.5,1084.2,1297.9,1248.5,1244.8,1193.6,1384.4,1500.9,1582.2,1676.4,1491.3,2211.7,1988.2,1859,1938.7,1426.1,1559.3,1312,1350.5,1359,1142.7,1321.5,1321.5,1199.1,1385.5,1196.1,1424.9,1485.3,1499.3,1579.8,1344.3,1775.7,1735.8,2008,1878,1641.4,1593.5,1518.9,1340.7,1390.3,1491.5,1497.5,1348.4,1410.9,1287,1307,1295.7,1473
1279.2,1652.3,1542.9,608.18,1077.2,738.51,879.61,513.09,917.59,823.35,509.94,795.68,620.33,580.34,533.42,387.44,409.74,494.61,509.23,419.76,459.8,281.5,386.58,449.69,322.07,279.6,310.16,273.34,318.82,957.21,1803.1,1675.7,2728.5,2214,4139.8,3603,3297.2,4689.1,3982.4,2722.7,2688.1,3085.9,2157.5,1671.5,1914.6,1208.3,1225,1916.1,726.85,669.52
6154.2,5331.9,5644.1,4018.4,3652.1,3692.9,4124.9,2680.4,3399.5,3493.4,2726.1,2900.5,2144.8,1491.2,1593.9,1701.3,2138.6,1336.6,883.66,1042.1,1186.6,1210.8,1318.3,1716.5,1924.4,2684.2,3312.6,3764.8,6181.8,5654.6,7542.9,6696.7,8444.7,7885,5588.9,6787.3,7796,8147.5,6038.7,4699.6,5291,4205.1,4369.5,4615.1,2702.1,3372.9,3190,2646,1920.6,2681.6
603.55,666.53,694.98,744.2,780.36,889.55,800.76,818,876.2,666.31,622.61,1024.6,741,756.1,623.44,686.54,569.54,582.75,575.63,584.97,589.42,608.66,575.11,567.18,790.74,689.57,766.13,705.05,846.53,781.67,750.59,805.78,867.21,805.96,832.62,720.18,785.73,712.25,793.92,670.45,649.58,596.19,703.22,535.55,576.62,624.54,606.34,687.4,832.11,570.93
